"id","main_group","groupa","username","title","type","is_end","updatedt","isban","islock","published","isbad","pack_draft","pack_selling","status","fav","chapter","visitors_all","visitors"
"1617475","1","27","neau4848","THE MASK SINGER เเอบรัก  #อีกากินทุเรียน","2","0","18/4/2017"," 20:16:36","0","1","N","0","0","0","0","34","4","357","0"
"1619851","1","26","ccccccat","เมื่อเค้กเป็นเหตุ MarkBam","1","0","9/4/2017"," 8:44:04","0","1","N","0","0","0","0","0","0","81","1"
"1616274","1","0","tung2556","รวมเรื่องสั้น By. ปลาหมึก","2","0","3/4/2017"," 20:16:19","0","1","N","0","0","0","0","0","0","12","0"
"1615409","1","0","nnsleep_ns","(YulSic ft.SNSD) นายลูกมาเฟียกับยัยจอมโหด","2","0","2/4/2017"," 16:15:15","0","1","N","0","0","0","0","20","2","113","1"
"1624893","1","26","omdahyun","[TWICE] ไม่คิด [Mina x Cheayoung]","2","0","17/4/2017"," 14:25:21","0","1","N","0","0","0","0","18","1","258","8"
"1620544","1","1","Kin_Mhee","Loveline สายรักหัวใจทั้งสอง {Yaoi}","2","0","19/4/2017"," 7:31:21","0","1","N","0","0","0","0","2","2","58","0"
"1614588","1","21","namthipsopanat","Nat's story","2","0","1/4/2017"," 0:20:52","0","1","N","0","0","0","1","0","0","5","0"
"1620840","1","2","ploykingphet","รักเล่นลม","2","0","10/4/2017"," 21:02:16","0","1","N","0","0","0","0","0","0","4","0"
"1620841","1","26","fome_my","How to ทำยังไงให้นายมารัก ( chanbaek ft. hunhan kaido )","2","0","28/5/2017"," 18:37:50","0","1","N","0","0","0","0","137","5","705","12"
"1617972","1","3","queenpoy","Love in my roommate เพื่อนรวมห้อง(นอน)","2","0","2/6/2017"," 19:46:27","0","1","N","0","0","0","0","62","19","1509","83"
"1621549","1","7","kooperzar","ออดอาย","2","0","11/4/2017"," 21:46:25","0","1","N","0","0","0","0","0","0","5","0"
"1621435","1","26","sudarant7890","[ST/OS ] - KOOKMIN แทงงี่ขี้อ้อน","2","0","11/4/2017"," 19:53:52","0","1","N","0","0","0","0","0","0","3","0"
"1617571","1","21","LittleRabbitInam","| CRAZY BOY! นี่ผู้ชายหรือคนบ้า |","2","0","20/4/2017"," 11:39:29","0","1","N","0","0","0","0","9","1","253","5"
"1632180","1","3","rataneejyh","Sweet heart หวานใจนายมาเฟีย","2","0","2/5/2017"," 22:47:02","0","1","N","0","0","0","0","2","1","28","1"
"1626382","3","0","sadisticnight","รับงานวาด><","2","0","19/4/2017"," 14:07:07","0","1","N","0","0","0","0","0","2","8","0"
"1628072","1","26","NowwVivi","Sweet love [chanbaek] หวานใจ #ชานแฟนแบค","2","0","2/5/2017"," 20:50:27","0","1","N","0","0","0","0","17","3","114","0"
"1622506","1","0","pinprariyata","[Choose] นายกับฉันเรียกกันว่าความรักรึปล่า","2","0","13/4/2017"," 15:43:07","0","1","N","0","0","0","0","6","0","216","12"
"1620133","1","0","ZaiiMaikaew","(JUNGKOOK X YOU)ยัยนี่แสบจริงๆ!!","2","0","11/4/2017"," 10:53:33","0","1","N","0","0","0","0","23","4","146","2"
"1624128","1","26","ren12z","[SF/OS PRODUCE101]&#9825;The Spring","2","0","16/4/2017"," 16:00:11","0","1","N","0","0","0","0","60","1","309","3"
"1628468","1","1","a-z0-9kabe","โอมเพี้ยงเมียจงตาย [Yaoi]","2","0","9/5/2017"," 16:04:24","0","1","N","0","0","0","0","69","2","530","6"
"1622245","1","2","Focus-gaaa","[V X YOU]  ฉันชอบนายนะ แล้วนายละ","2","0","12/4/2017"," 23:20:58","0","1","N","0","0","0","0","1","1","6","0"
"1626774","1","27","tonnyton","short-fic [BEECRIS]","2","0","10/5/2017"," 0:22:18","0","1","N","0","0","0","0","64","5","1732","34"
"1618709","1","0","Usenine","อันเดอร์เทล","2","0","7/4/2017"," 12:45:41","0","1","N","0","0","0","0","0","0","2","0"
"1618666","1","0","bell38","(SF Monsta X) I'll be there #hyungwonho","1","0","7/4/2017"," 11:13:13","0","1","N","0","0","0","0","28","0","354","5"
"1618670","1","12","Nineeeeeooo","อดีตกาล","2","0","7/4/2017"," 11:18:23","0","1","N","0","0","0","0","0","0","4","0"
"1623912","1","1","Pp_lp","เกรี้ยวกราดไรวะ #ไบร์ทมิวซ์","2","0","27/5/2017"," 18:26:00","0","1","N","0","0","0","0","286","14","4480","93"
"1624330","1","16","dl0o0lb","Primitive survival : ผจญภัยพิภพมหัศจรรย์!","2","0","17/4/2017"," 3:58:22","0","1","N","0","0","0","0","0","1","8","0"
"1630428","1","2","sodazazazaza","Love Chain โซ่ล่ามรัก","2","0","27/4/2017"," 8:40:25","0","1","N","0","0","0","0","2","1","6","0"
"1617891","1","26","myjinies","[EXO] ChanBaek #FirstAndLast","2","0","6/4/2017"," 23:11:44","0","1","N","0","0","0","1","2","1","12","0"
"1627240","1","22","147978i","Horrortale frisk x horrortale sans","2","0","20/4/2017"," 19:23:19","0","1","N","0","0","0","0","2","0","1","0"
"1627241","1","21","godraizer","[Fic Twice]สมาคมราชสีห์","2","0","8/5/2017"," 10:18:14","0","1","N","0","0","0","0","55","5","878","9"
"1631571","1","1","P_pare42","CHARM ENGINEER #เสน่ห์วิศวะ [YAOI]","2","0","31/5/2017"," 10:44:39","0","1","N","0","0","0","0","14","1","29","0"
"1619025","1","4","igot7_fc","รักมิอาจขว้างกั้นของเหล่าเทพเเละเเวมไพร์","2","0","7/4/2017"," 20:53:38","0","1","N","0","0","0","0","0","0","2","0"
"1616738","1","22","180325702","womanizer ' หยุดเถอะขอร้อง","2","0","6/4/2017"," 16:10:35","0","1","N","0","0","0","1","2","4","12","0"
"1618699","1","26","pissara43","ยั้ยตุ๊กตาบรายธ์ x รุ่นพี่เเสนเย็นชา BTS x you","2","0","15/4/2017"," 17:59:14","0","1","N","0","0","0","0","9","5","36","0"
"1626128","1","22","june2004","ฉันต้องการ ตามหารักแท้","2","0","26/4/2017"," 0:13:36","0","1","N","0","0","0","0","2","7","21","0"
"1626776","1","2","0610702123maresa","Love danger รักอันตรายของยัยหน้าหวาน","2","0","19/4/2017"," 22:58:23","0","1","N","0","0","0","0","0","0","12","0"
"1626121","1","0","miku030","เด็กเเว่นของมาเฟีย..","2","0","20/4/2017"," 15:08:06","0","1","N","0","0","0","0","0","1","6","0"
"1633750","1","2","jasminkawpradab","ปฎิบัติการรักคุณชายสายs","2","0","30/4/2017"," 22:09:34","0","1","N","0","0","0","0","0","0","2","0"
"1628791","1","26","ActuallyaPanda01","OS / SF - MI(X) AND MATCH - TWICE","2","0","23/5/2017"," 20:31:43","0","1","N","0","0","0","0","46","3","908","12"
"1625056","1","16","2314123454328794","สงครามต่างมิติ ในโลกเเฟนตาซี","1","0","17/4/2017"," 17:22:19","0","1","N","0","0","0","0","2","0","202","12"
"1617168","1","22","f_fu","เจ้าหญิงน้ำแข็ง","2","0","10/4/2017"," 8:06:25","0","1","N","0","0","0","0","10","5","76","0"
"1630597","1","2","stai2rynight","PAINFUL LOVE เพราะคำว่ารักไม่มีจริง","2","0","27/5/2017"," 1:27:50","0","1","N","0","0","0","0","39","3","296","8"
"1617167","1","2","jomjon-pn","[Strong hearts] เปลี่ยนรัก ละลายใจ","2","0","5/4/2017"," 1:21:09","0","1","N","0","0","0","0","4","1","24","0"
"1618191","1","26","alice0","[EXO] รุ่นน้องรูมเมท _RENT HOUSE_ :CHANBAEK","2","0","26/5/2017"," 21:30:26","0","1","N","0","0","0","0","55","4","406","2"
"1629279","1","1","napi","ค่ำคืนที่ฝนตก","2","0","12/5/2017"," 8:41:46","0","1","N","0","0","0","0","0","2","12","0"
"1615298","1","0","2000budar","OFFLINE LAND ดินแดนผู้อยู่รอด","2","0","2/4/2017"," 11:40:51","0","1","N","0","0","0","0","1","1","20","0"
"1622055","1","0","minddkok","รักนี้ข้ามมิติ&#9825;","2","0","12/4/2017"," 19:09:13","0","1","N","0","0","0","0","0","0","2","0"
"1622423","1","25","ohmmyzaza","Constellation  Power Heroine Orihime(ฮีโร่สาวพลังกลุ่มดาว โอริฮิเมะ)","2","0","14/4/2017"," 21:43:45","0","0","N","0","0","0","0","0","2","26","1"
"1630051","1","30","norihara40","[Fic fma] haunted house","2","0","13/5/2017"," 12:18:19","0","1","N","0","0","0","0","7","5","162","2"
"1618691","1","21","bimorn-wp","#สาวเถื่อนThe series #Beast บอดี้การ์ดสาวปากร้าย กับ นายเจ้าชายปากดี","2","0","7/4/2017"," 12:12:11","0","1","N","0","0","0","0","0","2","7","0"
"1616094","1","1","NatnichaNeko","Attack on Titan Eren x Levi นิยาย yaio ตามใจฉัน","1","0","4/4/2017"," 1:12:16","0","1","N","0","0","0","0","7","0","136","1"
"1627177","1","12","mewmaeowd","ฤทัยร้ายรัก","2","0","4/5/2017"," 21:25:26","0","1","N","0","0","0","0","166","10","3044","5"
"1627069","1","2","Lookpraebabou","หากความรักเกิดในความฝัน","2","0","20/4/2017"," 15:09:20","0","1","N","0","0","0","0","0","0","1","0"
"1623706","1","30","kou69","Pastor evil [ Fic Osomatsu-san (karaall) ]","2","0","18/5/2017"," 22:00:39","2","1","N","1","0","0","0","21","3","668","6"
"1624252","1","22","1420501184192","เกิดใหม่ในเกมจีบหนุ่มแต่ว่า ฉันไม่มีบทเนี่ยสิ","2","0","14/5/2017"," 2:48:32","0","1","N","0","0","0","0","436","17","5509","14"
"1616729","1","21","NaranNatty","[ FIC KOOKV ]  ซวยแล้วไงแทฮยอง!!!","2","0","13/4/2017"," 12:33:42","0","1","N","0","0","0","0","18","3","89","0"
"1614999","1","26","black_rosey","หลุมฟิค School Rapper #Hongmark","2","0","11/4/2017"," 20:08:03","0","1","N","0","0","0","0","118","4","1322","8"
"1616194","1","1","Kkhemsvwan","รักเกิดเมื่อเปลี่ยน...","2","0","26/4/2017"," 18:49:12","0","1","N","0","0","0","0","0","1","3","0"
"1616970","1","26","arreedung","{NCT DREAM Chensung Lesung} พี่น้องครับ!!","2","0","4/4/2017"," 20:50:55","0","1","N","0","0","0","0","7","0","49","0"
"1618072","1","12","min1009","ลิขิต เสน่ห์หา","2","0","6/4/2017"," 14:59:00","0","1","N","0","0","0","0","12","1","71","0"
"1615861","1","16","spectator","Mythic Story","2","0","21/4/2017"," 4:54:50","0","1","N","0","0","0","0","4","1","21","0"
"1618042","1","21","nam511013","ปฏิบัติการ ยัยน่าจืด","2","0","6/4/2017"," 14:14:31","0","1","N","0","0","0","0","0","1","2","0"
"1618094","1","21","sommaiprompanjai","[fic fairy tail]ความรักที่ต้องเลือก","2","0","6/4/2017"," 15:34:46","0","1","N","0","0","0","0","4","0","4","0"
"1617148","1","0","PaiKangnuch","ผิดที่ไว้ใจ (#1)","2","0","5/4/2017"," 0:40:36","0","1","N","0","0","0","0","0","1","2","0"
"1617144","1","26","Butterfly032","KOOKV { เด็กเอ๋ยเด็กดี } &#1758;","2","0","21/5/2017"," 22:51:10","0","1","N","0","0","0","0","82","1","404","5"
"1618008","1","16","JuNgKeL","ผมได้ไปเที่ยวต่างโลกด้วยล่ะ","2","0","12/5/2017"," 14:52:07","0","1","N","0","0","0","0","43","9","477","1"
"1617262","1","1","meiji0852147369","คุณชายเอาแต่ใจกับพ่อบ้านหน้าใหม่หัวใจตรงกัน[Fantasy/Omegavers]","2","0","1/6/2017"," 14:28:04","0","1","N","0","0","0","0","8","3","83","12"
"1617432","1","2","Knock38","STOP! งดจีบเมียดุ!","2","0","4/5/2017"," 14:35:44","0","1","N","0","0","0","0","85","1","349","4"
"1629627","1","26","Bubblepk","[SF/OS] Story of DOTEN","2","0","22/5/2017"," 18:46:18","0","1","N","0","0","0","0","41","3","506","6"
"1623057","1","16","Edna-chan","รุ่งอรุณแห่งยุคใหม่","2","0","15/4/2017"," 10:53:48","0","1","N","0","0","0","0","2","1","15","0"
"1616037","1","0","sajeetangsomnot","รักนะยัยตัววุ่น","2","0","28/5/2017"," 12:48:51","0","1","N","0","0","0","1","0","1","4","0"
"1616798","1","26","cindy-fairy2011","(Sf) Only you and me in this night (Mon x Hope)","1","0","4/4/2017"," 17:16:45","0","1","N","0","0","0","0","7","0","240","2"
"1616468","1","26","farsuteda","[GOT7] BE LOVED SERIES #MarkBam #BNIOR #JACKJAE #PEPIYEOM","2","0","9/4/2017"," 2:32:24","0","1","N","0","0","0","1","50","1","216","0"
"1619109","1","1","Sarinya_9397","[markbam]พี่ว้ากกก","2","0","5/5/2017"," 19:25:30","0","1","N","0","0","0","0","101","8","681","1"
"1617532","1","16","hnusbbhbb","Collia Of Frink","2","0","5/4/2017"," 18:05:55","0","1","N","0","0","0","0","0","0","1","0"
"1627233","1","2","darinniiii","Bad Good destiny ชะตาร้ายกรายหารัก","2","0","2/6/2017"," 21:29:45","0","1","N","0","0","0","0","25","25","426","53"
"1629095","1","26","Peary_Pie","[FIC EXO] NEXT ROOM [CHANSOO]","2","0","7/5/2017"," 20:03:20","0","1","N","0","0","0","0","26","1","229","10"
"1617046","1","26","tiutaes","NCT SF &#8212; YUTA AND HIS STORIES : JAEYU HANTA","2","0","14/5/2017"," 22:21:58","0","1","N","0","0","0","0","61","5","755","10"
"1616249","1","2","EllElsy1322","รักนี้ของพี่มันช่าง 'ยุ่งเหยิง'","2","0","13/5/2017"," 18:04:09","0","1","N","0","0","0","0","0","1","7","0"
"1616332","1","27","SeaBest","Don't...อย่าทำให้ฉันรักเธอ [BelleFon]","2","0","30/5/2017"," 20:55:20","0","1","N","0","0","0","0","180","14","13799","874"
"1626674","1","21","changnum5763","รักของยัยเเว่น&#9829;","2","0","19/4/2017"," 20:49:07","0","1","N","0","0","0","0","0","0","1","0"
"1617306","1","26","kungcholyeon","[ FIC EXO ] น้องแบคสายเกรียน chanbaek ft. exo","2","0","5/4/2017"," 12:07:36","0","1","N","0","0","0","0","1","0","2","0"
"1633507","1","26","maMark_nut","MarkBam SF/OS Romance Boy","2","0","6/5/2017"," 16:06:58","0","1","N","0","0","0","0","8","1","208","5"
"1627105","1","26","njmpeachh","(nct) mon ange /markmin","2","0","20/4/2017"," 16:24:38","0","1","N","0","0","0","0","9","0","50","0"
"1616116","1","27","Spitfire1","[The Mask singer FanFiction] REAL or FAKE","2","0","16/4/2017"," 19:07:18","0","1","N","0","0","0","0","137","4","2362","15"
"1617660","1","26","MKLee_PT","น้องแจม(เคย)หล่อ | markmin | #ฟิคแว่นแจม","2","0","6/5/2017"," 20:11:51","0","1","N","0","0","0","0","163","6","1003","6"
"1617726","1","3","teynaka","ลุ้นรักป่วนคุณพ่อซุปตาร์","2","0","5/4/2017"," 22:11:07","0","1","N","0","0","0","0","0","0","27","1"
"1616469","1","21","Hello007","Sexy Girl แรดอย่างมีสไตล์เพื่อหาผู้ชายมีสตางค์","2","0","3/4/2017"," 23:45:23","0","1","N","0","0","0","0","0","2","5","1"
"1616805","1","26","xopamox","[GOT7] ชู้ทางกาย[MARKBAM]","2","0","19/4/2017"," 17:46:42","0","1","N","0","0","0","0","27","5","349","0"
"1630297","1","26","panncyoxox","[NCT] OS/SF "What do you say?" Markmin","2","0","26/4/2017"," 16:37:18","0","1","N","0","0","0","0","10","1","82","1"
"1630616","1","2","nattawannewka","สาวน้อยใสซื่อกับเจ้าชายเย็นชา","2","0","26/4/2017"," 20:58:00","0","1","N","0","0","0","0","0","2","23","0"
"1620537","1","4","KrataeSupatcha","นายปารค์","2","0","10/4/2017"," 11:57:16","0","1","N","0","0","0","0","0","0","1","0"
"1626702","1","2","pup0944324640","รักอรมาน","2","0","19/4/2017"," 21:33:02","0","1","N","0","0","0","0","0","0","1","0"
"1618516","1","1","EarlgreyTea","Back At One #เป็กทอม","1","0","7/4/2017"," 1:07:46","0","1","N","0","0","0","0","15","0","279","2"
"1625019","1","26","Flying-away","(nct) Tomorrow I still love you today | markmin","2","0","18/4/2017"," 12:44:47","0","1","N","0","0","0","0","12","1","81","1"
"1617124","3","4","-bonjour-","ว่าด้วยเพลงนานาภาษา","2","0","4/4/2017"," 23:50:13","0","1","N","0","0","0","0","0","1","11","0"
"1618447","1","25","611245184","4สาวมาเฟีย ทะลุมิติ","2","0","27/4/2017"," 10:09:05","0","1","N","0","0","0","0","54","11","594","5"
"1627340","1","26","kim15991","FIC::น้องปั๊กของเฮีย ::CHANBAEK","2","0","9/5/2017"," 20:58:42","0","1","N","0","0","0","0","32","3","254","3"
"1627341","1","4","kjnsne_insummer","[ EXO APINK ]&#12302;EXOPINK&#12303;Beaten Love &#9823;","2","0","28/5/2017"," 22:18:57","0","1","N","0","0","0","0","39","2","645","30"
"1624382","1","0","maiixmaii","HI SISTER+ | เธอน่ะ แฟนผม","2","0","17/4/2017"," 1:53:27","0","1","N","0","0","0","0","1","1","4","0"
"1619609","1","22","nareeratnamtan4","ชิงหัวใจยัยจอมมาร","2","0","3/6/2017"," 14:17:43","0","1","N","0","0","0","0","18","9","166","20"
"1616929","1","26","Chaveewan_srikun","[BTS X YOU] หนี้หัวใจนายจอมโหด","2","0","5/4/2017"," 15:23:49","0","1","N","0","0","0","0","21","15","242","11"
"1616403","1","26","khingathiyaphon","[Fic GOT7 ] พิศวาสรักนายคุณหนูมาเฟีย (allmark)","2","0","7/5/2017"," 18:42:40","0","1","N","0","0","0","0","43","6","372","4"
"1614939","1","2","icebadgirl","My Prince's #เจ้าชาย","2","0","2/4/2017"," 15:48:19","0","1","N","0","0","0","0","5","0","38","0"
"1633327","1","26","mina_tu","Difference | 2Jae | GOT7","2","0","11/5/2017"," 18:54:45","0","1","N","0","0","0","0","51","3","485","5"
"1619924","1","4","jinnaputlovely","Love bedboy รักนะนายตัวดี","2","0","9/4/2017"," 15:02:22","0","1","N","0","0","0","0","0","2","7","0"
"1617120","1","1","Junny_Jasmine","My first love.","2","0","12/5/2017"," 22:59:52","0","1","N","0","0","0","0","3","8","32","0"
"1615396","1","2","pam0615466379","ความรักของพี่-น้อง","2","0","2/4/2017"," 15:05:05","0","1","N","0","0","0","0","0","1","3","0"
"1621155","1","0","man0979435967","รักบังเอิญกับนายตัวเเสบ","2","0","11/4/2017"," 12:09:35","0","1","N","0","0","0","0","0","0","0","0"
"1621156","1","3","Navyblue1441","รังนกสีรุ้ง","2","0","11/4/2017"," 12:09:48","0","1","N","0","0","0","0","0","1","5","0"
"1620458","1","24","yodyut","Knight Online (อัศวินออนไลน์) เด็กหนุ่มธรรมดาที่ไม่ธรรมดาทั้งความกวนและเรื่องราวอีกมากมายของเด็กหนุ่มคนนี้ เขาจะพาทุกท่านไปผจญภัยใน "อัศวินออนไลน์" กันคร้าบบบ","2","0","10/4/2017"," 6:11:11","0","1","N","0","0","0","0","2","0","3","0"
"1632003","1","26","bamboo7g","MarkBam ; HEY สวัสดีนายนักเตะ","2","0","16/5/2017"," 13:41:48","0","1","N","0","0","0","0","94","7","723","21"
"1616429","1","26","winie",""Fic ","ซอยอีแต๋น KOOKMIN Ft.JACKJAE"","2","0","5/4/2017"," 10:47:37","0","1","N","0","0","0","0","18","1","152","0"
"1616928","1","8","Chin_ny","The Hope IN The Dream","2","0","6/4/2017"," 13:35:41","0","1","N","0","0","0","0","0","2","4","0"
"1615452","1","30","zynic","[Fic KHR] :: -[ C O M E    B A C K ]- :: { Dante x Alaude }","1","0","2/4/2017"," 18:00:46","0","1","N","0","0","0","0","14","0","346","11"
"1615733","1","1","mimmyouoi","Fic the mask singer ทุเรียน x พี่กันต์","2","0","3/4/2017"," 13:00:02","0","1","N","0","0","0","0","46","2","777","3"
"1614644","1","16","Tharathan-Me","Fazmotale ฟาสโมเทลดินแดนแห่งเวทมนตร์","2","0","16/5/2017"," 21:17:27","0","1","N","0","0","0","0","13","32","350","3"
"1628789","1","4","taktanzaaa","นกน้อยในกรงทอง .","2","0","25/4/2017"," 7:08:01","0","1","N","0","0","0","0","2","3","52","0"
"1625609","1","16","92073731","ไปต่างโลกแบบงงๆ","2","0","10/5/2017"," 0:03:05","0","1","N","0","0","0","0","29","10","716","10"
"1614680","1","26","630834431","ครอบครัวตัวป่วนฉบับบังทัน(bts)","2","0","1/4/2017"," 11:35:46","0","1","N","0","0","0","0","21","0","39","1"
"1614741","1","16","pkpinkpigpik","[FATE REFLECTION] : จักระมนตรามหานาคินทร์","2","0","22/4/2017"," 20:34:07","0","1","N","0","0","0","0","3","1","23","1"
"1632876","1","16","white222","Fantasy 3000 แฟนตาซี ปี 3000","2","0","21/5/2017"," 13:30:01","0","1","N","0","0","0","0","36","6","328","6"
"1629036","1","27","nongz","[PeckTom Fic] Friday Night &#9825; (เป๊กทอม ผลิตอิศรา)","2","0","27/5/2017"," 1:08:54","0","1","N","0","0","0","0","302","5","5836","186"
"1618795","1","1","NatnichaNeko","ฟิค yaoi Eren x Levi  ตอน โรงเรียนใหม่หาชมรมอลเวง","2","0","21/5/2017"," 10:22:23","0","1","N","0","0","0","0","17","2","93","3"
"1615488","1","16","atitaya_ll","Donum a Deo ของขวัญจากพระเจ้า","2","0","23/4/2017"," 18:36:02","0","1","N","0","0","0","0","7","3","67","1"
"1616542","1","26","Sasipaaaa","[FIC PRODUCE101] Neighborhood || SamHwi","2","0","24/4/2017"," 21:56:38","0","1","N","0","0","0","0","136","2","717","4"
"1616556","1","26","minwonsoon69","[SEVENTEEN] memoryควมจำของเรา [wonsoon]","2","0","5/5/2017"," 1:46:08","0","1","N","0","0","0","0","16","2","174","1"
"1618514","1","26","iamaseal_","[ FIC NCT ] แฟนแรปเปอร์ #มาร์คมิน","2","0","9/4/2017"," 10:17:13","0","1","N","0","0","0","0","12","3","218","5"
"1618372","1","25","23957","เจ้าพ่อเซี่ยงไฮ้","2","0","7/4/2017"," 11:06:45","0","1","N","0","0","0","0","0","1","7","0"
"1616932","1","2","EarnPanrapee","นายวายร้ายพิชิตยัยจอมวุ่น","2","0","4/4/2017"," 20:20:37","0","1","N","0","0","0","0","1","0","1","0"
"1629296","1","9","Thongkerd2544","Vietnam war#Ep 12 ตอน เจอกันสักที","1","0","23/4/2017"," 23:43:55","0","1","N","0","0","0","0","0","0","43","0"
"1618053","1","26","iamjjr","| School rapper | - Could you comeback? [ Jaemin x Yongjun ] #Jaeel","2","0","1/5/2017"," 22:29:58","0","1","N","0","0","0","0","397","3","2416","20"
"1616143","1","26","stspss","Yugyeom x you แฟนหลอกๆของนายตัววุ่น","2","0","16/5/2017"," 17:55:38","0","1","N","0","0","0","0","110","37","1874","26"
"1616452","3","5","Tipo","w i t h B THEME V.2","2","0","26/5/2017"," 20:59:31","0","0","N","0","0","0","0","17","11","547","28"
"1623515","1","26","_npskm","WINNER | HELLO MY  BROTHER-HOONWOO","2","0","5/5/2017"," 20:30:18","0","1","N","0","0","0","0","27","2","374","6"
"1617205","1","2","paradoploy","The Host Fan ผู้ชายขายความรัก (&#9685;&#8255;&#9685;)","2","0","27/4/2017"," 12:43:50","0","1","N","0","0","0","0","27","5","257","1"
"1616938","1","4","15393bew","รักของบิว","2","0","28/4/2017"," 6:53:25","0","1","N","0","0","0","0","0","10","22","0"
"1617879","1","4","BkP_topc","บันทึกรักของจูอึน","2","0","6/4/2017"," 9:27:10","0","1","N","0","0","0","0","0","1","9","0"
"1619196","1","2","tobyspacet0","ยอสอตอนอ. {ฝากไว้ให้มึงเลี้ยง}","2","0","17/4/2017"," 23:14:29","0","1","N","0","0","0","0","1","1","12","0"
"1617676","1","16","amalina","พ่อครัวแห่งเซนราคุ [R]","2","0","18/5/2017"," 11:20:29","0","1","N","0","0","0","0","14","31","497","3"
"1617439","1","26","petch3322_hey",""FIC BTS&#8226; #พี่เลี้ยงจินจองกุก&#9670;&#9671;&#9619;#jinkook&#9619;&#9671;","2","0","25/4/2017"," 11:57:39","0","1","N","0","0","0","0","57","3","467","10"
"1620517","1","1","peemmee","My Smile (Yaoi)","2","0","11/4/2017"," 10:44:18","0","1","N","0","0","0","0","0","0","4","0"
"1628968","1","1","thitima55555hmiw","*Love chaos*รักวุ่นวาย ของนายกับผม&#9734;","2","0","23/4/2017"," 16:16:03","0","1","N","0","0","0","0","0","0","2","0"
"1626744","1","28","lilizhang",""รักแท้ แพ้ประธานหน้าแมว "
#kaiyuan #tfboys"","2","0","19/4/2017"," 22:15:54","0","1","N","0","0","0","0","8","0","7","0"
"1619962","1","17","deaw1234deaw1234","หมาป่ามังกรปีศาจ","2","0","11/4/2017"," 20:52:38","0","1","N","0","0","0","0","47","4","603","4"
"1622222","1","27","628638824","มัธยมหน้ากาก Allอีกา","2","0","27/5/2017"," 19:26:54","0","1","N","0","0","0","0","59","13","2361","58"
"1617964","1","0","kuroko-rensora","ห้องเก็บ oc","2","0","6/4/2017"," 21:27:50","0","0","N","0","0","0","0","0","3","26","1"
"1617729","1","2","fpfpppp","เมียข้าใครอย่าแตะ","2","0","5/4/2017"," 22:15:54","0","1","N","0","0","0","0","0","0","3","0"
"1617304","1","26","myu-unhappy","sf/os ; special day&#12300;markmin / nomin&#12301;","2","0","12/4/2017"," 0:13:14","0","1","N","0","0","0","0","36","1","167","1"
"1617305","1","4","nirachagat","รักลองใจ","2","0","5/4/2017"," 12:04:36","0","1","N","0","0","0","0","0","0","1","0"
"1618453","1","1","PPTK_ard","[OS/SF/FIC] แล้วแต่จอห์น [Johnny x All NCT]","2","0","18/4/2017"," 22:00:30","0","1","N","0","0","0","0","16","2","269","3"
"1630528","1","16","kodometan","The Eva's Rebirth การแก้เเค้นหลังเกิดใหม่","2","0","27/4/2017"," 9:51:30","0","1","N","0","0","0","0","8","2","52","2"
"1619098","1","22","guztoniya","[AU Touken ranbu]Will Be Back","2","0","3/6/2017"," 22:34:53","0","1","N","0","0","0","0","13","10","431","17"
"1619809","1","30","sonodamari27034","[ Fic One Piece ] The Magician มายากรสาวจอมเวทย์","2","0","9/4/2017"," 3:25:58","0","1","N","0","0","0","0","76","2","753","10"
"1617381","1","2","Reachanakan","IN LOVE  [LUKKADE&MARSHA]","2","0","17/5/2017"," 6:50:01","0","1","N","0","0","0","0","48","9","361","4"
"1617924","1","2","mamakissme","that's why I hate you &#4326; ฮาวทูสลัดคุณออกจากใจ","2","0","9/4/2017"," 8:08:10","0","1","N","0","0","0","0","0","0","7","0"
"1618009","1","0","jeonjungkook97","ทดสอบธีม45","2","0","6/4/2017"," 13:23:25","0","1","N","0","0","0","0","0","1","1","0"
"1626360","1","0","mabel_01","( Fic exo x you ) Sehun x You x Exo  ตัวสำรอง","2","0","6/5/2017"," 18:10:30","0","1","N","0","0","0","0","32","2","214","2"
"1616284","1","26","cindy-fairy2011","(SF) Only you and me in this night (ฺBang x Chan)","1","0","4/4/2017"," 12:57:10","0","1","N","0","0","0","0","1","0","160","1"
"1616278","1","26","pcycbe","พี่ว้ากจอมนิ่ง กับ นายจอมซน [Chanbaek] &#9825;","2","0","13/4/2017"," 20:29:14","0","1","N","0","0","0","0","82","6","340","3"
"1616338","1","23","SasimonPhupian","DT ยัยคุณหนูตัวร้ายกับนายเพลย์บอยเจ้าเล่ห์","2","0","3/4/2017"," 21:35:35","0","1","N","0","0","0","0","0","0","5","0"
"1627927","1","26","mcmile","Fic [Produce101 season 2] CHOICE - ตัวเลือกของแดฮวี #Samhwi #Jinhwi","2","0","3/6/2017"," 14:24:29","0","1","N","0","0","0","0","572","9","6152","797"
"1628780","1","1","rainbowfeeling","ใยรัก(sicklove)","2","0","5/6/2017"," 7:31:10","0","1","N","0","0","0","0","67","22","7864","876"
"1629550","1","22","mewTT_Melody","GOD OF MELODY ฉันคือเทพเจ้า","2","0","13/5/2017"," 14:37:08","0","1","N","0","0","0","0","92","10","871","5"
"1617797","1","26","intounoir","ลองฟังดูสิ","2","0","5/4/2017"," 23:34:39","0","1","N","0","0","0","0","0","0","1","0"
